Date,Weight,Nutrition,Exercise,Sleep,Hygiene,Food,source_file,source_sheet,Date_parsed,Date_fixed
Character EXP,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
LC EXP,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
Relic EXP,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
Tears of Dreams,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
Echo of War,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
Tears of Souls,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
Credits,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
,,,,,,,C:\Users\anbal\Downloads\FINAL DEFEAT\Hobby\Honkai Star Rail.xlsx,Honkai Star Rail,,
,,,120 Shoulder Press,,,,C:\Users\anbal\Downloads\fakeeeye\Health\Health.xlsx,Health,,
,,,40 Single Arm Row,,,,C:\Users\anbal\Downloads\fakeeeye\Health\Health.xlsx,Health,,
,,,60 Lateral Raises,,,,C:\Users\anbal\Downloads\fakeeeye\Health\Health.xlsx,Health,,
,,,,,,,C:\Users\anbal\Downloads\FAILURE\Career\Career.xlsx,Job Application,,
,,,,,,,C:\Users\anbal\Downloads\FAILURE\Career\Career.xlsx,Job Application,,
,,,,,,,C:\Users\anbal\Downloads\FAILURE\Career\Career.xlsx,Job Application,,
,,Cod Liver Oil,120 Shoulder Press,,,,C:\Users\anbal\Downloads\FAILURE\Health\Health.xlsx,Health,,
,,2 Black Coffee,60 Lateral Raises,,,,C:\Users\anbal\Downloads\FAILURE\Health\Health.xlsx,Health,,
,,76 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\FAILURE\Health\Health.xlsx,Health,,
,,Chicken Gravy,60 Kettle Twists,,,,C:\Users\anbal\Downloads\FAILURE\Health\Health.xlsx,Health,,
,,Spinach,60 Kettle Swings,,,,C:\Users\anbal\Downloads\FAILURE\Health\Health.xlsx,Health,,
,,,120 Shoulder Press,,,,C:\Users\anbal\Downloads\FAILED\Health\Health.xlsx,Health,,
,,,60 Lateral Raises,,,,C:\Users\anbal\Downloads\FAILED\Health\Health.xlsx,Health,,
,,,60 Kettle Swings,,,,C:\Users\anbal\Downloads\end of ERA\Health\Health.xlsx,Health,,
,,,4189 steps,,,,C:\Users\anbal\Downloads\end of ERA\Health\Health.xlsx,Health,,
,,Cod Liver Oil,,,,,C:\Users\anbal\Downloads\destiny\Health\Health.xlsx,Health,,
,,Black Coffee,,,,,C:\Users\anbal\Downloads\destiny\Health\Health.xlsx,Health,,
,,,,,,,C:\Users\anbal\Downloads\destiny\Mental Health\Mental Health.xlsx,Dopamine,,
,,3 Electrolyte Drink,60 Shoulder Press,22:30:00,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Spinach,60 Lateral Raises,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,80 Almonds,60 Kettle Twists,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Chicken Achar Gohst,60 Kettle Swings,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,,10000 steps,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,3 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Spinach,60 Lateral Raises,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,50 Almonds,60 Kettle Twists,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Chicken Achar Gohst,60 Kettle Swings,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Radish Paratha,10000 steps,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,3 Electrolyte Drink,60 Shoulder Press,23:00:00,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Spinach,60 Lateral Raises,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,80 Almonds,60 Kettle Twists,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Chicken Achar Gohst,60 Kettle Swings,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,,10000 steps,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,3 Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Spinach,60 Lateral Raises,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,30 Almonds,60 Kettle Twists,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Chicken Achar Gohst,60 Kettle Swings,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Rice,,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,3 Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Spinach,60 Lateral Raises,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,60 Almonds,60 Kettle Twists,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Chicken Karahi,60 Kettle Swings,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,,6000 Steps,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,3 Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Spinach,40 Shoulder Press,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,3 almonds,6000 steps,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Chicken Karahi,,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,2 Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,,60 Lateral Raises,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,,60 Kettle Twists,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,Chicken Karahi,60 Kettle Swings,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Health\Health.xlsx,Health,,
,,,,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Relationship\Relationship.xlsx,Relationship,,
,,,,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Relationship\Relationship.xlsx,Relationship,,
,,,,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Relationship\Relationship.xlsx,Relationship,,
,,,,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Relationship\Relationship.xlsx,Relationship,,
,,,,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Wealth\Wealth.xlsx,Expenditure,,
,,,,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Wealth\Wealth.xlsx,Expenditure,,
,,,,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Wealth\Wealth.xlsx,Expenditure,,
,,,,,,,C:\Users\anbal\Downloads\DEATH BY DOPAMINE\Wealth\Wealth.xlsx,Expenditure,,
,,Black Coffee,60,,,,C:\Users\anbal\Downloads\DEAD\Health\Health.xlsx,Health,,
,,Cod Liver Oil,100 Shoulder Press,,,,C:\Users\anbal\Downloads\A   D HD\Health\Health.xlsx,Health,,
,,Black Coffee,60 Lateral Raises,,,,C:\Users\anbal\Downloads\A   D HD\Health\Health.xlsx,Health,,
,,60 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\A   D HD\Health\Health.xlsx,Health,,
,,,60 Kettle Twists,,,,C:\Users\anbal\Downloads\A   D HD\Health\Health.xlsx,Health,,
,,,60 Kettle Swings,,,,C:\Users\anbal\Downloads\A   D HD\Health\Health.xlsx,Health,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Spotify.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Spotify.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Spotify.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Spotify.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Spotify.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Spotify.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Stimulation.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Stimulation.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Stimulation.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Stimulation.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Stimulation.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Stimulation.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Stimulation.xlsx,Spotify,,
,,,,,,,C:\Users\anbal\Downloads\1\Hobby\Stimulation.xlsx,Spotify,,
